Athlete	CountryCode	Sport	Medals	Appearances
stan rowley	AUS	Athletics	2	1
stefani werremeier, ingeborg schwerzmann	GER	Rowing	1	1
stefan kaplaniak, wladyslaw zielinski	POL	Canoeing	1	1
stefano baldini	ITA	Athletics	1	1
stefano battistelli	ITA	Swimming	2	2
stefan pfeiffer	FRG	Swimming	2	2
stefan semmler, j?rgen thiele, siegfried brietzke, andreas decker	GDR	Rowing	1	1
stefan semmler, wolfgang mager, siegfried brietzke, andreas decker	GDR	Rowing	1	1
steffen bogs, heiko habermann, jens k?ppen, steffen z?hlke	GDR	Rowing	1	1
steffen zesner, christian tr?ger, oliver lampe, christian keller, aimo heilmann, konstantin dubrovin	GER	Swimming	1	1
stefka mihaylova madina, violeta nikolaeva ninova	BUL	Rowing	1	1
sten pettersson	SWE	Athletics	1	1
stepan oshchepkov, andrey khimich	URS	Canoeing	1	1
stephan caron	FRA	Swimming	2	2
stephan freigang	GER	Athletics	1	1
stephanie graf	AUT	Athletics	1	1
stephanie rice	AUS	Swimming	2	1
stephan moelvig, thor kristensen, eskild ebbesen, thomas ebert	DEN	Rowing	1	1
stephan volkert, andr? willms, andreas hajek, marco geisler	GER	Rowing	1	1
stephen anderson	USA	Athletics	1	1
stephen holland	AUS	Swimming	1	1
stephen kipkorir	KEN	Athletics	1	1
stephen kiprotich	UGA	Athletics	1	1
stephen parry	GBR	Swimming	1	1
steve clark, don schollander, roy saari, gary ilman	USA	Swimming	1	1
steve cram	GBR	Athletics	1	1
steve giles	CAN	Canoeing	1	1
steve lewis	USA	Athletics	2	2
steve lewis, kevin robinzine, butch reynolds, danny everett	USA	Athletics	1	1
steve lundquist	USA	Swimming	1	1
steve lysack, stephan macknowski	USA	Canoeing	1	1
steven blaisse, ernst veenemans	NED	Rowing	1	1
steven coppola, micah boyd, wyatt allen, josh inman, beau hoopman, bryan volpenhein, daniel walsh, matt schnobrich	USA	Rowing	1	1
steven furniss	USA	Swimming	1	1
steven genter	USA	Swimming	2	1
steven gregg	USA	Swimming	1	1
steven redgrave, matthew pinsent	GBR	Rowing	1	1
steven redgrave, matthew pinsent, timothy foster, james cracknell	GBR	Rowing	1	1
steve ovett	GBR	Athletics	2	1
stev theloke	GER	Swimming	1	1
st. george ashe	GBR	Rowing	1	1
stuart mackenzie	AUS	Rowing	1	1
suleiman nyambui	TAN	Athletics	1	1
summer sanders	USA	Swimming	3	1
sung-yong nam	JPN	Athletics	1	1
susan atwood	USA	Swimming	2	1
susan francia, anna goodale, erin cafaro, anna cummins, caryn davies, lindsay shoop, carl lind, elle logan	USA	Rowing	1	1
susanne gunnarsson-wiberg, agneta andersson	SWE	Canoeing	1	1
susanne nielsson	DEN	Swimming	1	1
susan o'neill	AUS	Swimming	4	3
susan pedersen	USA	Swimming	2	1
susan pedersen, jan henne, linda gustavson, jane barkman	USA	Swimming	1	1
susan rapp	USA	Swimming	1	1
susan shields	USA	Swimming	1	1
susanthika jayasinghe	SRI	Athletics	1	1
suzanne landells	AUS	Swimming	1	1
sven malm, agne holmstr?m, william petersson, nils sandstr?m	SWE	Athletics	1	1
svetlana babalina	URS	Swimming	1	1
svetlana masterkova	RUS	Athletics	2	1
svetlana varganova	URS	Swimming	1	1
sybil bauer	USA	Swimming	1	1
sybille sch?nrock	GDR	Swimming	1	1
sylviane felix, muriel hurtis, christine arron, veronique mang	FRA	Athletics	1	1
sylvia ruuska	USA	Swimming	1	1
sylvi saimo	FIN	Canoeing	1	1
szilvia szabo, erzsebet viski, rita k?b?n, katalin kovacs	HUN	Canoeing	1	1
szilvia szabo, katalin kovacs	HUN	Canoeing	1	1
taehwan park	KOR	Swimming	2	1
takashi ishimoto	JPN	Swimming	1	1
takashi yamamoto	JPN	Swimming	1	1
takashi yokoyama, masonori yusa, hisakichi toyoda, yasuji miyazaki	JPN	Swimming	1	1
takeshi matsuda	JPN	Swimming	2	2
tamas kiss, gyorgy kozmann	HUN	Canoeing	1	1
tam?s buday, oszk?r frey	HUN	Canoeing	1	1
tam?s darnyi	HUN	Swimming	4	2
tam?s wichmann	HUN	Canoeing	2	2
tania dangalakova	BUL	Swimming	1	1
tanya lawrence	JAM	Athletics	1	1
taoufik makhloufi	ALG	Athletics	1	1
tapio kantanen	FIN	Athletics	1	1
tariku bekele	ETH	Athletics	1	1
tarnee white, dyana calub, leisel jones, susan o'neill, petria thomas, giaan rooney, sarah ryan	AUS	Swimming	1	1
tarnee white, emily seebohm, lisbeth trickett, shayne reese, jessicah schipper, felicity galvez, leisel jones	AUS	Swimming	1	1
tasha danvers	GBR	Athletics	1	1
tatsugo kawaishi	JPN	Swimming	1	1
tatsuo fujimoto, makoto fukui, hiroshi ishii, tsuyoshi yamanaka	JPN	Swimming	1	1
tatyana anisimova	URS	Athletics	1	1
tatyana kazankina	URS	Athletics	3	2
tatyana korshunova	URS	Canoeing	1	1
tatyana ledovskaya	URS	Athletics	1	1
tatyana petrova arkhipova	RUS	Athletics	1	1
tatyana prorochenko, lyudmila maslakova, nadezhda besfamilnaya, vera anisimova	URS	Athletics	1	1
tatyana providokhina	URS	Athletics	1	1
tatyana tomashova	RUS	Athletics	1	1
tatyana veshkurova, tatiana firova, yulia gushchina, anastasia kapachinskaya, lyudmila litvinova, elena migunova	RUS	Athletics	1	1
tebbs lloyd-johnson	GBR	Athletics	1	1
tecla marinescu-borcanca, maria stefan-mihoreanu, nastasia ionescu, agafia constantin-buhaev	ROM	Canoeing	1	1
teddy flack	AUS	Athletics	2	1
ted meredith	USA	Athletics	1	1
ted murphy, sebastian bea	USA	Rowing	1	1
teijiro tanikawa, hiroshi suzuki, toru goto, yoshihiro hamaguchi	JPN	Swimming	1	1
teodor kocerka	POL	Rowing	2	2
teofilo yldefonzo	PHI	Swimming	2	2
terence parkin	RSA	Swimming	1	1
terrence trammell	USA	Athletics	2	2
terri stickles	USA	Swimming	1	1
tesfaye tola	ETH	Athletics	1	1
tetiana tereshchuk-antipova	UKR	Athletics	1	1
tetsuo hamuro	JPN	Swimming	1	1
tetsuo okamoto	BRA	Swimming	1	1
tetyana samolenko	URS	Athletics	1	1
tetyana semykina, inna osypenko, hanna balabanova, olena cherevatova	UKR	Canoeing	1	1
teun beijnen, wilhelm r?singh	NED	Rowing	1	1
thaddeus shideler	USA	Athletics	1	1
thane baker	USA	Athletics	3	2
theodore collet	GBR	Rowing	1	1
theodore mittet, richard lyon, geoffrey picard	USA	Rowing	1	1
theresa andrews	USA	Swimming	1	1
therese alshammar	SWE	Swimming	2	1
therese zenz	GER	Canoeing	2	2
therese zenz, ingrid hartmann	GER	Canoeing	1	1
theresia kiesl	AUT	Athletics	1	1
thiago pereira	BRA	Swimming	1	1
thomas battersby	GBR	Swimming	1	1
thomas bohrer, william burden, jeffrey mclaughlin, patrick manning	USA	Rowing	1	1
thomas evenson	GBR	Athletics	1	1
thomas fahrner	FRG	Swimming	1	1
thomas fahrner, michael gro?, dirk korthals, alexander schowtka	FRG	Swimming	1	1
thomas fahrner, michael gro?, erik hochstein, rainer henkel	FRG	Swimming	1	1
thomas farrell	USA	Athletics	1	1
thomas greiner, ralf brudel, olaf f?rster, roland schr?der	GDR	Rowing	1	1
thomas hall	CAN	Canoeing	1	1
thomas hampson	GBR	Athletics	1	1
thomas hicks	USA	Athletics	1	1
thomas hill	USA	Athletics	1	1
thomas jager	USA	Swimming	2	2
thomas jefferson	USA	Athletics	1	1
thomas lange	GDR	Rowing	1	3
thomas lange	GER	Rowing	2	3
thomas lurz	GER	Swimming	1	1
thomas mcbreen	USA	Swimming	1	1
thomas munkelt	GDR	Athletics	1	1
thomas pkemei longosiwa	KEN	Athletics	1	1
thomas ponting, mark tewksbury, stephen clarke, marcel gery	CAN	Swimming	1	1
thomas price, charles logg	USA	Rowing	1	1
thomas reineck, detlef hofmann, olaf winter, mark zabel	GER	Canoeing	1	1
thomas richards	GBR	Athletics	1	1
thomas rupprath, jens kruppa, helge meeuw, steffen driesen, lars conrad	GER	Swimming	1	1
thomas strau?, peter van roye	FRG	Rowing	1	1
thor henning	SWE	Swimming	1	1
thorvald str?mberg	FIN	Canoeing	1	1
tianfeng si	CHN	Athletics	1	1
tibor tatai	HUN	Canoeing	1	1
tiffany cohen	USA	Swimming	2	1
tiki gelana	ETH	Athletics	1	1
tim brabants	GBR	Canoeing	3	2
tim crooks, richard clark, hugh matheson, david maxwell, richard lester, leonard robertson, patrick sweeney, frederick smallbone, john yallop	GBR	Rowing	1	1
tim grohmann, lauritz schoof, karl schulze, phillipp wende	GER	Rowing	1	1
tim mckee	USA	Swimming	3	2
timothy foster, rupert obholzer, greg searle, jonathon searle	GBR	Rowing	1	1
timothy kitum	KEN	Athletics	1	1
timothy shaw	USA	Swimming	1	1
tim wiesk?tter, ronald rauhe	GER	Canoeing	1	1
tim young, eric mueller, brian jamieson, jason gailes	USA	Rowing	1	1
tina dietze, franziska weber	GER	Canoeing	1	1
tineke lagerberg	NED	Swimming	1	1
tinus osendarp	NED	Athletics	2	1
tirunesh dibaba	ETH	Athletics	5	3
t?nde szab?	HUN	Swimming	1	1
todd pearson, adam pine, ian thorpe, chris fydler, ashley callus, michael klim	AUS	Swimming	1	1
toimi pitk?nen, veli lehtel?	FIN	Rowing	1	1
toivo loukola	FIN	Athletics	1	1
tollef tollefsen, adolf nilsen, karl nag, theodor nag, arne mortensen, conrad olsen, thoralf hagen, thore michelsen, haakon ellingsen	NOR	Rowing	1	1
tom bruce	USA	Swimming	1	1
tom bruce, jerry heidenreich, mark spitz, michael stamm	USA	Swimming	1	1
tom burke	USA	Athletics	2	1
tom courtney	USA	Athletics	1	1
tom curtis	USA	Athletics	1	1
tom dolan	USA	Swimming	3	2
tom james, andrew triggs hodge, pete reed, alex gregory	GBR	Rowing	1	1
tom malchow	USA	Swimming	2	2
tommie smith	USA	Athletics	1	1
tommy green	GBR	Athletics	1	1
tommy karls, lars-erik moberg, thomas ohlsson, per-inge bengtsson	SWE	Canoeing	1	1
tomomi morita	JPN	Swimming	1	1
tom wilkens	USA	Swimming	1	1
tonie campbell	USA	Athletics	1	1
tonique williams-darling	BAH	Athletics	1	1
tonja buford-bailey	USA	Athletics	1	1
tonu endrekson, juri jaanson	EST	Rowing	1	1
tony dees	USA	Athletics	1	1
toos beumer, paulina van der wildt, winnie van weerdeburg, erica terpstra	NED	Swimming	1	1
tore sj?strand	SWE	Athletics	1	1
torri edwards, chryste gaines, marion jones, nanceen perry, chryste gaines, gail devers, inger miller, gwen torrence	USA	Athletics	1	1
torsten gutsche, kay bluhm	GER	Canoeing	1	1
toshio irie	JPN	Swimming	1	1
tove s?by	DEN	Canoeing	1	1
tracey caulkins	USA	Swimming	2	1
tracy cameron, melanie kok	CAN	Rowing	1	1
trine hansen	DEN	Rowing	1	1
tripp schwenk	USA	Swimming	1	1
tsegay kebede	ETH	Athletics	1	1
tsutomu oyokota	JPN	Swimming	1	1
tsuyoshi yamanaka	JPN	Swimming	3	2
tyler clary	USA	Swimming	1	1
uchenna emedolu, olusoji fasuba, aaron egbele, deji aliu	NGR	Athletics	1	1
ueli bodenmann, beat schwerzmann	SUI	Rowing	1	1
ugo frigerio	KIT	Athletics	1	1
ulrich eicke	FRG	Canoeing	1	1
ulrich kons, hans-peter koppe, ulrich karnatz, j?rg friedrich, bernd h?ing, uwe d?hring, jens dobersch?tz, bernd krau?, klaus-dieter ludwig	GDR	Rowing	1	1
ulrich papke, ingo spelly	GER	Canoeing	1	1
ulrike klapezynski	GDR	Athletics	1	1
ulrike richter	GDR	Swimming	2	1
ulrike tauber	GDR	Swimming	2	1
umberto bond?, pietro freschi, paolo gennari, cesare rossi	KIT	Rowing	1	1
ursula brunner, christel steffin, gisela wei?, heidi pechstein	GER	Swimming	1	1
ursula donath	GER	Athletics	1	1
ursula happe	GER	Swimming	1	1
usain bolt	JAM	Athletics	4	2
usain bolt, michael frater, nesta carter, yohan blake	JAM	Athletics	1	1
uta rohl?nder, anja r?cker, linda kisabaka, grit breuer	GER	Athletics	1	1
ute geweniger	GDR	Swimming	1	1
uwe da?ler	GDR	Swimming	2	1
uwe da?ler, thomas flemming, sven lodziewski, steffen zesner	GDR	Swimming	1	1
vadim yaroshchuk	URS	Swimming	1	1
?va d?nusz, rita k?b?n	HUN	Canoeing	1	1
vadzim makhneu, raman piatrushenka	BLR	Canoeing	1	1
valentina yegorova	RUS	Athletics	1	2
valentina yegorova	URS	Athletics	1	2
valentin boreyko, oleg golovanov	URS	Rowing	1	1
valentin massana	ESP	Athletics	1	1
valeria bufanu	ROM	Athletics	1	1
valerie brisco-hooks	USA	Athletics	2	1
valerie brisco-hooks, florence griffith-joyner, denean howard-hill	USA	Athletics	1	1
valerio arri	KIT	Athletics	1	1
valeriy borchin	RUS	Athletics	1	1
valery borzov	URS	Athletics	3	2
valery dolinin, aleksey kamkin, aleksandr kulagin, vitaly yeliseyev	URS	Rowing	1	1
val?ria gyenge	HUN	Swimming	1	1
vanderlei lima	BRA	Athletics	1	1
vanja gesheva-tsvetkova	BUL	Canoeing	2	2
vanja gesheva-tsvetkova, borislava ivanova, diana paliyska, ognyana petkova	BUL	Canoeing	1	1
?va nov?k	HUN	Swimming	3	2
?va nov?k, ilona nov?k, katalin sz?ke, judit temes	HUN	Swimming	1	1
?va rakusz, m?ria zakari?s	HUN	Canoeing	1	1
vasile diba	ROM	Canoeing	3	2
vasileios polymeros, dimitros mougios	GRE	Rowing	1	1
vasily arkhipenko	URS	Athletics	1	1
vasily yakusha	URS	Rowing	1	1
vasily yakusha, aleksandr marchenko	URS	Rowing	1	1
vasily yurchenko	URS	Canoeing	1	1
?va sz?kely	HUN	Swimming	2	2
v?clav chalupa	CZR	Rowing	1	1
v?clav koz?k, pavel schmidt	CZE	Rowing	1	1
vebj?rn rodal	NOR	Athletics	1	1
veenhoven, kingma, achterberg, de groot, repelaer van driel, belderbos, bouw, de haan, schellekens	NED	Rowing	1	1
veikko karvonen	FIN	Athletics	1	1
veniamin soldatenko	URS	Athletics	1	1
venuste niyongabo	BDI	Athletics	1	1
vera cochelea, elisabeta lipa	ROM	Rowing	1	1
vera komisova	URS	Athletics	1	1
vera tanner, constance jeans, grace mckenzie, florence barker	GBR	Swimming	1	1
veronica campbell	JAM	Athletics	3	2
veronica campbell, aleen bailey, sherone simpson, tanya lawrence	JAM	Athletics	1	1
veronica campbell-brown	JAM	Athletics	1	1
veronica campbell-brown, sherone simpson, kerron stewart, shelly-ann fraser-pryce	JAM	Athletics	1	1
vicente lima, andr? silva, edson ribeiro, claudinei da silva	BRA	Athletics	1	1
victor davis	CAN	Swimming	2	1
viktor denisov, aleksandr motuzenko, igor nagayev, sergey kirsanov	URS	Canoeing	1	1
viktor denisov, igor nagayev	URS	Canoeing	1	1
viktor flessl, leo losert	AUT	Rowing	1	1
viktor kakoshin, grigory dmitrenko, andrey tishchenko, aleksandr tkachenko, jonas pinskus, jonas narmontas, aleksandr matsevich, igor maystrenko, andrey lugin	URS	Rowing	1	1
viktor kuznetsov	URS	Swimming	1	1
viktor markin	URS	Athletics	1	1
viktor mazanov, igor grivennikov, georgi kulikov, vladimir bure	URS	Swimming	1	1
viktor mazanov, leonid ilyichov, georgi kulikov, semyon belitz-geyman	URS	Swimming	1	1
viktor mazanov, vladimir bure, viktor aboimov, igor grivennikov	URS	Swimming	1	1
viktor reneysky, nikola? juravschi	MDA	Canoeing	1	2
viktor reneysky, nikola? juravschi	URS	Canoeing	2	2
ville ritola	FIN	Athletics	5	2
vilma egresi, kl?ra fried-b?nfalvi	HUN	Canoeing	1	1
vincent duncker	DEU	Athletics	1	1
vincent matthews	USA	Athletics	1	1
violeta szekely	ROM	Athletics	1	1
violetta quesada, fulgencia romay, miguelina cobi?n, marlene elejarde	CUB	Athletics	1	1
viorica dumitru	ROM	Canoeing	1	1
viorica dumitru, maria nichiforov	ROM	Canoeing	1	1
viorica susanu, georgeta andrunache	ROM	Rowing	1	1
virginia duenkel	USA	Swimming	2	1
virginia lee, rebecca joyce	AUS	Rowing	1	1
vitaly galkov	URS	Canoeing	1	1
vitaly savin, vladimir muravyov, vladimir krylov, viktor bryzgin	URS	Athletics	1	1
vitaly sorokin, vladimir struzhanov, boris nikitin, gennady nikolayev	URS	Swimming	1	1
vivian cheruiyot	KEN	Athletics	2	1
vladek lacina, zdenek pecka, jaroslav hellebrand, v?clav vochoska	CZE	Rowing	1	1
vladimir andreyev	RUS	Athletics	1	1
vladimir bure	URS	Swimming	1	1
vladimir dolgov	URS	Swimming	1	1
vladimir golubnichy	URS	Athletics	4	4
vladimir kazantsev	URS	Athletics	1	1
vladimir kosinsky	URS	Swimming	2	1
vladimir kuts	URS	Athletics	2	1
vladimir morozov, aleksandr shaparenko	URS	Canoeing	1	1
vladimir parfenovich	URS	Canoeing	1	1
vladimir parfenovich, sergey chukhray	URS	Canoeing	1	1
vladimir raskatov	URS	Swimming	1	1
vladimir rodimushkin, yevgeny samsonov, igor polyakov, slava amiragov, yevgeny brago, igor borisov, leonid gissen, vladimir kryukov, aleksey komarov	URS	Rowing	1	1
vladimir salnikov	URS	Swimming	3	2
vladimir selkov	URS	Swimming	1	1
vladimir selkov, aleksandr popov, stanislav lopukhov, denis pankratov, roman ivanovskiy, vladislav kulikov, roman yegorov	RUS	Swimming	1	1
vladimir sukharyev, boris tokarev, leonid bartenev, yuri konovalov	URS	Athletics	1	1
vladimir sukharyev, levan sanadse, boris tokarev, levan kalyaev	URS	Athletics	1	1
vladimir volodenkov, dmitriy rozinkevich, roman monchenko, pavel melnikov, sergey matveyev, andrey glukhov, aleksandr lukyanov, nikolay aksyonov, anton chermashentsev	RUS	Rowing	1	1
vladim?r andrs, pavel hofman	CZE	Rowing	1	1
vladislav kulikov	RUS	Swimming	1	1
voitto hellst?n	FIN	Athletics	1	1
volker beck	GDR	Athletics	1	1
volmari iso-hollo	FIN	Athletics	4	2
voula patoulidou	GRE	Athletics	1	1
vyacheslav ivanenko	URS	Athletics	1	1
vyacheslav ivanov	URS	Rowing	3	3
waldemar cierpinski	GDR	Athletics	2	2
wallace o'connor, harrison glancy, ralph breyer, johnny weissmuller	USA	Swimming	1	1
wallace wolf, william smith, walter ris, james mclane	USA	Swimming	1	1
wally kinnear	GBR	Rowing	1	1
walter dix	USA	Athletics	2	1
walter laufer	USA	Swimming	1	1
walter mahlendorf, martin lauer, bernd cullmann, armin hary	GER	Athletics	1	1
walter rangeley	GBR	Athletics	1	1
walter ris	USA	Swimming	1	1
walter tewksbury	USA	Athletics	3	1
walther bathe	DEU	Swimming	1	1
warren kealoha	USA	Swimming	2	2
warren weir	JAM	Athletics	1	1
wayne collett	USA	Athletics	1	1
wayne frye, william fields, robert detweiler, james dunbar, charles manring, richard murphy, henry proctor, frank shakespeare, edward stevens	USA	Rowing	1	1
wendell mottley	TRI	Athletics	1	1
wendell mottley, edwin skinner, edwin roberts, kent bernard	TRI	Athletics	1	1
wendy boglioli	USA	Swimming	1	1
wendy weinberg	USA	Swimming	1	1
wenyi yang	CHN	Swimming	2	2
werner lampe	FRG	Swimming	1	1
werner lueg	GER	Athletics	1	1
whitney hedgepeth	USA	Swimming	2	1
wieger mensonides	NED	Swimming	1	1
wilfred bungei	KEN	Athletics	1	1
wilfried hartung, peter bruch, roland matthes, lutz unger	GDR	Swimming	1	1
wilhelmina von bremen	USA	Athletics	1	1
william burden, seth bauer, jonathan smith, michael teti, john rusher, ted patton, john pescatore, jeffrey mclaughlin, peter nordell	USA	Rowing	1	1
william crothers	CAN	Athletics	1	1
william dally, peter donlon, francis frederick, donald blessing, john brinck, hubert caldwell, marvin stalder, james workman, william thompson	USA	Rowing	1	1
william forrester	USA	Swimming	1	1
william frank	USA	Athletics	1	1
william gilmore	USA	Rowing	1	1
william gilmore, kenneth myers	USA	Rowing	1	1
william harris	USA	Swimming	1	1
william holland	USA	Athletics	1	1
william jordan, edward moore, alden sanborn, virgil jacomini, edwin graves, clyde king, donald johnston, vincent gallagher, sherman clark	USA	Rowing	1	1
william kirschbaum	USA	Swimming	1	1
william knecht, william stowe, stanley cwiklinski, harold budd, joseph amlong, thomas amlong, emory clark, hugh foley, r?bert zimonyi	USA	Rowing	1	1
william maher, john nunn	USA	Rowing	1	1
william miller	USA	Rowing	1	1
william miller, charles karle, george heales, ernest bayer	USA	Rowing	1	1
william mutwol	KEN	Athletics	1	1
william nichol, harold abrahams, lancelot royle, walter rangeley	GBR	Athletics	1	1
william porter	USA	Athletics	1	1
william robinson	GBR	Swimming	1	1
william sherring	CAN	Athletics	1	1
william smith	USA	Swimming	1	1
william tanui	KEN	Athletics	1	1
william varley, john mulcahy	USA	Rowing	1	1
william verner	USA	Athletics	1	1
william yorzyk	USA	Swimming	1	1
willie applegarth	GBR	Athletics	1	1
willie davenport	USA	Athletics	2	2
willie den ouden	NED	Swimming	1	1
willie may	USA	Athletics	1	1
willy l?tzow	DEU	Swimming	1	1
willy sch?rer	SUI	Athletics	1	1
wilma rudolph	USA	Athletics	2	1
wilma rudolph, margaret matthews, isabelle daniels, mae faggs, janet moreau, barbara jones, catherine hardy, mae faggs	USA	Athletics	1	1
wilma van rijn, manon van rooijen, inge de bruijn, chantal groot, thamar henneken	NED	Swimming	1	1
wilson boit kipketer	KEN	Athletics	1	1
wilson kipketer	DEN	Athletics	2	2
wilson kiprugut	KEN	Athletics	2	2
wilson kipsang kiprotich	KEN	Athletics	1	1
wiltrud urselmann	GER	Swimming	1	1
wim slijkhuis	NED	Athletics	2	1
wim van der kroft, nico tates	NED	Canoeing	1	1
winona zimmerman	USA	Swimming	1	1
winthrop graham	JAM	Athletics	1	1
winthrop graham, trevor grahem, bert cameron, howard davis, devon morris	JAM	Athletics	1	1
wolfgang g?ldenpfennig	GDR	Rowing	1	1
wolfgang hottenrott, michael schwan	GER	Rowing	1	1
wolfgang mager, siegfried brietzke	GDR	Rowing	1	1
wu you, gao yulan	CHN	Rowing	1	1
wyndham halswelle	GBR	Athletics	3	2
wyomia tyus	USA	Athletics	2	2
wyomia tyus, marilyn white, willye white, edith mcguire	USA	Athletics	1	1
xavier dorfman, jean-christophe bette, yves hocde, laurent porchier	FRA	Rowing	1	1
xenia stad-de jong, gerda van der kade-koudijs, nettie witziers-timmer, fanny blankers-koen	NED	Athletics	1	1
xeno m?ller	SUI	Rowing	2	2
xi aihua, tang bin, jin ziwei, zhang yangyang	CHN	Rowing	1	1
xiang liu	CHN	Athletics	1	1
xiaohong wang	CHN	Swimming	1	1
xiaomin huang	CHN	Swimming	1	1
ximena restrepo	COL	Athletics	1	1
xiuyun zhang, mianying cao	CHN	Rowing	1	1
xuanxu li	CHN	Swimming	1	1
xuejuan luo	CHN	Swimming	1	1
xu tianlongzi, zhou yafei, sun ye, pang jiaying, zhao jing	CHN	Swimming	1	1
yana dementyeva, kateryna tarasenko, anastasiia kozhenkova, nataliya dovgodko	UKR	Rowing	1	1
yana klochkova	UKR	Swimming	5	2
yang sun	CHN	Swimming	3	1
yang sun, yun hao, haiqi jiang, yunqi li	CHN	Swimming	1	1
yannick agnel	FRA	Swimming	1	1
yasuji miyazaki	JPN	Swimming	1	1
yasuko tajima	JPN	Swimming	1	1
yekaterina khodotovich	BLR	Rowing	3	3
yelena dendeberova	URS	Swimming	1	1
yelena khloptseva, yekaterina khodotovich, tatyana ustyuzhanina, antonina zelikovich	URS	Rowing	1	1
yelena kruglova, alla grishchenkova, natalya strunnikova, elvira vasilkova	URS	Swimming	1	1
yelena rudkovskaya	URS	Swimming	1	1
yelena zhupiyeva	URS	Athletics	1	1
yelyzaveta bryzgina, olesya povh, mariya ryemyen, hrystyna stuy	UKR	Athletics	1	1
yevgeny arzhanov	URS	Athletics	1	1
yevgeny gavrilenko	URS	Athletics	1	1
yevgeny ivchenko	URS	Athletics	1	1
yevgeny maskinsov	URS	Athletics	1	1
yevgeny penyaev	URS	Canoeing	1	1
yevgeny sadovyi	URS	Swimming	2	1
yevgeny seredin, sergey koplyakov, viktor kuznetsov, arsen miskarov	URS	Swimming	1	1
ying lu	CHN	Swimming	1	1
ying shan, huijue cai, yan chen, xue han	CHN	Swimming	1	1
yi tang	CHN	Swimming	1	1
yohan blake	JAM	Athletics	2	1
yong zhuang	CHN	Swimming	3	2
yong zhuang, wenyi yang, kun zhao, jingyi le, bin lu	CHN	Swimming	1	1
yordanka donkova	BUL	Athletics	2	2
yoshihiko osaki	JPN	Swimming	1	1
yoshihiro okumura, tomomi morita, kosuke kitajima, takashi yamamoto	JPN	Swimming	1	1
yoshinobu oyakawa	USA	Swimming	1	1
yoshiyuki tsuruta	JPN	Swimming	2	2
young-cho hwang	KOR	Athletics	1	1
yrj? hietanen, kurt wires, lars glass?r, ingemar hedberg	SWE	Canoeing	1	1
yrj? kolehmainen	FIN	Canoeing	1	1
yuko arimori	JPN	Athletics	2	2
yuko nakanishi	JPN	Swimming	1	1
yulia sotnikova, irina privalova, olga kotlyarova, svetlana gontcharenko	RUS	Athletics	1	1
yuliya bichyk, natallia helakh	BLR	Rowing	1	1
yuliya bogdanova	URS	Swimming	1	1
yuliya nesterenko	BLR	Athletics	1	1
yuliya ryabchynskaya	URS	Canoeing	1	1
yuliya zaripova	RUS	Athletics	1	1
yunxia qu	CHN	Athletics	1	1
yuri lituyev	URS	Athletics	1	1
yuriy borzakovskiy	RUS	Athletics	1	1
yuriy cheban	UKR	Canoeing	2	2
yury bachurov, igor akhremchik, valentin morkovkin, anatoly tarabrin	URS	Rowing	1	1
yury bashkatov, nikolay yevseyev, vladimir tkachenko, gennady prigoda	URS	Swimming	1	1
yury lobanov, vasily yurchenko	URS	Canoeing	1	1
yury lobanov, vladislavas cesiunas	URS	Canoeing	1	1
yury lorentson, juozas jagelavicius, valentin kravchuk, vladimir sterlik, viktor suslin, aleksandr martyshkin, antanas bagdonavicius, vytautas briedis, zigmas jukna	URS	Rowing	1	1
yury malyshev	URS	Rowing	1	1
yury postrigay, alexander dyachenko	RUS	Canoeing	1	1
yury stetsenko, valery didenko, yury filatov, vladimir morozov	URS	Canoeing	1	1
yury tyukalov	URS	Rowing	1	1
yury yakimov, vytautas butkus, yevgeny duleyev, aivars lazdenieks	URS	Rowing	1	1
zachary zorn, kenneth walsh, mark spitz, stephen rerych	USA	Swimming	1	1
zac purchase, mark hunter	GBR	Rowing	1	1
zbigniew jaremski, jerzy pietrzyk, ryszard podlas, jan werner	POL	Athletics	1	1
zdenek pecka, v?clav vochoska	CZE	Rowing	1	1
zdzislaw krzyszkowiak	POL	Athletics	1	1
zersenay tadesse	ERI	Athletics	1	1
zhang lin	CHN	Swimming	1	1
zhen wang	CHN	Athletics	1	1
zhou chunxiu	CHN	Athletics	1	1
zoltan kammerer, botond storcz	HUN	Canoeing	1	1
zoltan kammerer, tamas kulifai, daniel pauman, david toth	HUN	Canoeing	1	1
zolt?n bak?, istv?n szab?	HUN	Canoeing	1	1
zolt?n sztanity	HUN	Canoeing	1	1
zolt?n verraszt?	HUN	Swimming	2	1
zolt?n von halmay	HUN	Swimming	3	3
zolt?n von halmay, b?la von las torres, imre zach?r, j?zsef munk	HUN	Swimming	1	1
zoran pancic, milorad stanulov	YUG	Rowing	2	2
zsolt gyulai	HUN	Canoeing	2	2
zsolt gyulai, s?ndor h?dosi, ferenc csipes, attila ?brah?m	HUN	Canoeing	1	1
zuzana hejnova	CZE	Athletics	1	1
